Genetic Feature,Recurrent Gain Loss,Genes in Segment
cnaPANCAN278,gain,PIK3C2B
cnaPANCAN278,gain,PLEKHA6
cnaPANCAN278,gain,PPFIA4
cnaPANCAN278,gain,PPP1R15B
cnaPANCAN278,gain,PRELP
cnaPANCAN278,gain,RABIF
cnaPANCAN278,gain,RBBP5
cnaPANCAN278,gain,REN
cnaPANCAN278,gain,RP11-480I12.4
cnaPANCAN278,gain,SNRPE
cnaPANCAN278,gain,SOX13
cnaPANCAN278,gain,TMCC2
cnaPANCAN278,gain,TMEM183A
cnaPANCAN278,gain,TMEM81
cnaPANCAN278,gain,ZBED6
cnaPANCAN278,gain,ZC3H11A
cnaPANCAN279,gain,HHAT
cnaPANCAN279,gain,KCNH1
cnaPANCAN279,gain,SERTAD4
cnaPANCAN279,gain,SYT14
cnaPANCAN280,gain,ABCB10
cnaPANCAN280,gain,ACTA1
cnaPANCAN280,gain,ACTN2
cnaPANCAN280,gain,ADSS
cnaPANCAN280,gain,AGT
cnaPANCAN280,gain,AKT3
cnaPANCAN280,gain,ARID4B
cnaPANCAN280,gain,ARV1
cnaPANCAN280,gain,B3GALNT2
cnaPANCAN280,gain,C1orf100
cnaPANCAN280,gain,C1orf101
cnaPANCAN280,gain,C1orf131
cnaPANCAN280,gain,C1orf198
cnaPANCAN280,gain,CAPN9
cnaPANCAN280,gain,CCSAP
cnaPANCAN280,gain,CEP170
cnaPANCAN280,gain,CHML
cnaPANCAN280,gain,CHRM3
cnaPANCAN280,gain,COA6
cnaPANCAN280,gain,COG2
cnaPANCAN280,gain,COX20
cnaPANCAN280,gain,DESI2
cnaPANCAN280,gain,DISC1
cnaPANCAN280,gain,EDARADD
cnaPANCAN280,gain,EGLN1
cnaPANCAN280,gain,ERO1LB
cnaPANCAN280,gain,EXO1
cnaPANCAN280,gain,EXOC8
cnaPANCAN280,gain,FAM89A
cnaPANCAN280,gain,FH
cnaPANCAN280,gain,FMN2
cnaPANCAN280,gain,GALNT2
cnaPANCAN280,gain,GGPS1
cnaPANCAN280,gain,GNG4
cnaPANCAN280,gain,GNPAT
cnaPANCAN280,gain,GPR137B
cnaPANCAN280,gain,GREM2
cnaPANCAN280,gain,HEATR1
cnaPANCAN280,gain,HNRNPU
cnaPANCAN280,gain,IRF2BP2
cnaPANCAN280,gain,KCNK1
cnaPANCAN280,gain,KMO
cnaPANCAN280,gain,LGALS8
cnaPANCAN280,gain,LYST
cnaPANCAN280,gain,MAP10
cnaPANCAN280,gain,MAP1LC3C
cnaPANCAN280,gain,MLK4
cnaPANCAN280,gain,MT1HL1
cnaPANCAN280,gain,MTR
cnaPANCAN280,gain,MTRNR2L11
cnaPANCAN280,gain,NID1
cnaPANCAN280,gain,NTPCR
cnaPANCAN280,gain,NUP133
cnaPANCAN280,gain,OPN3
cnaPANCAN280,gain,PCNXL2
cnaPANCAN280,gain,PGBD5
cnaPANCAN280,gain,PLD5
cnaPANCAN280,gain,RAB4A
cnaPANCAN280,gain,RBM34
cnaPANCAN280,gain,RGS7
cnaPANCAN280,gain,RYR2
cnaPANCAN280,gain,SDCCAG8
cnaPANCAN280,gain,SIPA1L2
cnaPANCAN280,gain,SLC35F3
cnaPANCAN280,gain,SPHAR
cnaPANCAN280,gain,SPRTN
cnaPANCAN280,gain,TAF5L
cnaPANCAN280,gain,TARBP1
cnaPANCAN280,gain,TBCE
cnaPANCAN280,gain,TOMM20
cnaPANCAN280,gain,TRIM67
cnaPANCAN280,gain,TSNAX
cnaPANCAN280,gain,TSNAX-DISC1
cnaPANCAN280,gain,TTC13
cnaPANCAN280,gain,URB2
cnaPANCAN280,gain,WDR64
cnaPANCAN280,gain,ZBTB18
cnaPANCAN280,gain,ZP4
cnaPANCAN281,loss,ACOT7
cnaPANCAN281,loss,AJAP1
cnaPANCAN281,loss,APITD1
cnaPANCAN281,loss,APITD1-CORT
cnaPANCAN281,loss,C1orf174
cnaPANCAN281,loss,C1orf200
cnaPANCAN281,loss,CA6
cnaPANCAN281,loss,CAMTA1
cnaPANCAN281,loss,CASZ1
cnaPANCAN281,loss,CEP104
cnaPANCAN281,loss,CHD5
cnaPANCAN281,loss,CLSTN1
cnaPANCAN281,loss,CORT
cnaPANCAN281,loss,CTNNBIP1
cnaPANCAN281,loss,DFFA
cnaPANCAN281,loss,DFFB
cnaPANCAN281,loss,DNAJC11
cnaPANCAN281,loss,ENO1
cnaPANCAN281,loss,ERRFI1
cnaPANCAN281,loss,ESPN
cnaPANCAN281,loss,GPR153
cnaPANCAN281,loss,GPR157
cnaPANCAN281,loss,H6PD
cnaPANCAN281,loss,HES2
cnaPANCAN281,loss,HES3
cnaPANCAN281,loss,ICMT
cnaPANCAN281,loss,KCNAB2
cnaPANCAN281,loss,KIF1B
cnaPANCAN281,loss,KLHL21
cnaPANCAN281,loss,LZIC
cnaPANCAN281,loss,NMNAT1
cnaPANCAN281,loss,NOL9
cnaPANCAN281,loss,NPHP4
cnaPANCAN281,loss,PARK7
cnaPANCAN281,loss,PER3
cnaPANCAN281,loss,PEX14
cnaPANCAN281,loss,PGD
cnaPANCAN281,loss,PHF13
cnaPANCAN281,loss,PIK3CD
cnaPANCAN281,loss,PLEKHG5
cnaPANCAN281,loss,RBP7
cnaPANCAN281,loss,RERE
cnaPANCAN281,loss,RNF207
cnaPANCAN281,loss,RPL22
cnaPANCAN281,loss,SLC25A33
cnaPANCAN281,loss,SLC2A5
cnaPANCAN281,loss,SLC2A7
cnaPANCAN281,loss,SLC45A1
cnaPANCAN281,loss,SPSB1
cnaPANCAN281,loss,TAS1R1
cnaPANCAN281,loss,THAP3
cnaPANCAN281,loss,TMEM201
cnaPANCAN281,loss,TNFRSF25
cnaPANCAN281,loss,TNFRSF9
cnaPANCAN281,loss,UBE4B
cnaPANCAN281,loss,UTS2
cnaPANCAN281,loss,VAMP3
cnaPANCAN281,loss,ZBTB48
cnaPANCAN282,loss,IGSF21
cnaPANCAN283,loss,KLHDC7A
cnaPANCAN284,loss,C1QB
cnaPANCAN285,loss,SRRM1
cnaPANCAN286,loss,SMPDL3B
cnaPANCAN287,loss,PABPC4
cnaPANCAN288,loss,EFCAB14
cnaPANCAN289,loss,CDKN2C
cnaPANCAN289,loss,FAF1
cnaPANCAN290,loss,NRD1
cnaPANCAN291,loss,AK4
cnaPANCAN291,loss,CACHD1
cnaPANCAN291,loss,DNAJC6
cnaPANCAN291,loss,JAK1
cnaPANCAN291,loss,LEPR
cnaPANCAN291,loss,LEPROT
cnaPANCAN291,loss,RAVER2
cnaPANCAN292,loss,NEGR1
cnaPANCAN293,loss,WDR63
cnaPANCAN294,loss,ABCA4
cnaPANCAN295,loss,AMPD1
cnaPANCAN295,loss,AP4B1
cnaPANCAN295,loss,ATP1A1
cnaPANCAN295,loss,BCAS2
cnaPANCAN295,loss,BCL2L15
cnaPANCAN295,loss,CAPZA1
cnaPANCAN295,loss,CASQ2
cnaPANCAN295,loss,CD58
cnaPANCAN295,loss,CSDE1
cnaPANCAN295,loss,DCLRE1B
cnaPANCAN295,loss,DENND2C
cnaPANCAN295,loss,FAM19A3
cnaPANCAN295,loss,HIPK1
cnaPANCAN295,loss,IGSF3
cnaPANCAN295,loss,LRIG2
cnaPANCAN295,loss,MAB21L3
cnaPANCAN295,loss,MAGI3
cnaPANCAN295,loss,MOV10
cnaPANCAN295,loss,NGF
cnaPANCAN295,loss,NHLH2
cnaPANCAN295,loss,NRAS
cnaPANCAN295,loss,OLFML3
cnaPANCAN295,loss,PHTF1
cnaPANCAN295,loss,PPM1J
cnaPANCAN295,loss,PTPN22
cnaPANCAN295,loss,RHOC
cnaPANCAN295,loss,RP11-426L16.10
cnaPANCAN295,loss,RSBN1
cnaPANCAN295,loss,SIKE1
cnaPANCAN295,loss,SLC16A1
cnaPANCAN295,loss,SLC22A15
cnaPANCAN295,loss,ST7L
cnaPANCAN295,loss,SYCP1
cnaPANCAN295,loss,SYT6
cnaPANCAN295,loss,TRIM33
cnaPANCAN295,loss,TSHB
cnaPANCAN295,loss,TSPAN2
cnaPANCAN295,loss,VANGL1
cnaPANCAN295,loss,WNT2B
cnaPANCAN296,loss,KIFAP3
cnaPANCAN297,loss,CTSE
cnaPANCAN298,loss,ACTN2
cnaPANCAN299,gain,AC015688.3
cnaPANCAN299,gain,ALDOC
cnaPANCAN299,gain,CRYBA1
cnaPANCAN299,gain,CTB-96E2.2
cnaPANCAN299,gain,DHRS13
cnaPANCAN299,gain,ERAL1
cnaPANCAN299,gain,FAM222B
cnaPANCAN299,gain,FLOT2
cnaPANCAN299,gain,FOXN1
cnaPANCAN299,gain,IFT20
cnaPANCAN299,gain,KIAA0100
cnaPANCAN299,gain,KSR1
cnaPANCAN299,gain,LGALS9
cnaPANCAN299,gain,LYRM9
cnaPANCAN299,gain,MYO18A
cnaPANCAN299,gain,NEK8
cnaPANCAN299,gain,NLK
cnaPANCAN299,gain,NOS2
cnaPANCAN299,gain,NUFIP2
cnaPANCAN299,gain,PHF12
cnaPANCAN299,gain,PIGS
cnaPANCAN299,gain,PIPOX
cnaPANCAN299,gain,POLDIP2
cnaPANCAN299,gain,PROCA1
cnaPANCAN299,gain,RAB34
cnaPANCAN299,gain,RP11-192H23.4
cnaPANCAN299,gain,RP1-66C13.4
cnaPANCAN299,gain,RPL23A
cnaPANCAN299,gain,SARM1
cnaPANCAN299,gain,SDF2
cnaPANCAN299,gain,SEZ6
cnaPANCAN299,gain,SGK494
cnaPANCAN299,gain,SLC13A2
cnaPANCAN299,gain,SLC46A1
cnaPANCAN299,gain,SPAG5
cnaPANCAN299,gain,SUPT6H
cnaPANCAN299,gain,TAOK1
cnaPANCAN299,gain,TIAF1
cnaPANCAN299,gain,TLCD1
cnaPANCAN299,gain,TMEM199
cnaPANCAN299,gain,TMEM97
cnaPANCAN299,gain,TNFAIP1
cnaPANCAN299,gain,TRAF4
cnaPANCAN299,gain,UNC119
cnaPANCAN299,gain,VTN
cnaPANCAN299,gain,WSB1
cnaPANCAN300,gain,ARHGAP23
cnaPANCAN300,gain,C17orf96
cnaPANCAN300,gain,SRCIN1
cnaPANCAN301,gain,ARL5C
cnaPANCAN301,gain,C17orf98
cnaPANCAN301,gain,CACNB1
cnaPANCAN301,gain,CASC3
cnaPANCAN301,gain,CDC6
cnaPANCAN301,gain,CDK12
cnaPANCAN301,gain,CSF3
cnaPANCAN301,gain,CWC25
cnaPANCAN301,gain,ERBB2
cnaPANCAN301,gain,FBXL20
cnaPANCAN301,gain,FBXO47
cnaPANCAN301,gain,GRB7
cnaPANCAN301,gain,GSDMA
cnaPANCAN301,gain,GSDMB
cnaPANCAN301,gain,IKZF3
cnaPANCAN301,gain,LASP1
cnaPANCAN301,gain,LRRC3C
cnaPANCAN301,gain,MED1
cnaPANCAN301,gain,MED24
cnaPANCAN301,gain,MIEN1
cnaPANCAN301,gain,MSL1
cnaPANCAN301,gain,NEUROD2
cnaPANCAN301,gain,NR1D1
cnaPANCAN301,gain,ORMDL3
cnaPANCAN301,gain,PGAP3
cnaPANCAN301,gain,PIP4K2B
cnaPANCAN301,gain,PLXDC1
cnaPANCAN301,gain,PNMT
cnaPANCAN301,gain,PPP1R1B
cnaPANCAN301,gain,PSMB3
cnaPANCAN301,gain,PSMD3
cnaPANCAN301,gain,RAPGEFL1
cnaPANCAN301,gain,RARA
cnaPANCAN301,gain,RPL19
cnaPANCAN301,gain,RPL23
cnaPANCAN301,gain,STAC2
cnaPANCAN301,gain,STARD3
cnaPANCAN301,gain,TCAP
cnaPANCAN301,gain,THRA
cnaPANCAN301,gain,WIPF2
cnaPANCAN301,gain,ZPBP2
cnaPANCAN302,gain,APPBP2
cnaPANCAN302,gain,BCAS3
cnaPANCAN302,gain,C17orf64
cnaPANCAN302,gain,CA4
cnaPANCAN302,gain,CLTC
cnaPANCAN302,gain,DHX40
cnaPANCAN302,gain,HEATR6
cnaPANCAN302,gain,PPM1D
cnaPANCAN302,gain,PTRH2
cnaPANCAN302,gain,RNFT1
cnaPANCAN302,gain,RP11-15E18.4
cnaPANCAN302,gain,RP11-178C3.1
cnaPANCAN302,gain,RPS6KB1
cnaPANCAN302,gain,TUBD1
cnaPANCAN302,gain,USP32
cnaPANCAN302,gain,VMP1
cnaPANCAN303,gain,CASKIN2
cnaPANCAN303,gain,GGA3
cnaPANCAN303,gain,GRB2
cnaPANCAN303,gain,KIAA0195
cnaPANCAN303,gain,LLGL2
cnaPANCAN303,gain,MIF4GD
cnaPANCAN303,gain,MRPS7
cnaPANCAN303,gain,MYO15B
cnaPANCAN303,gain,NUP85
cnaPANCAN303,gain,RECQL5
cnaPANCAN303,gain,SLC25A19
cnaPANCAN303,gain,SMIM5
cnaPANCAN303,gain,SUMO2
cnaPANCAN303,gain,TSEN54
cnaPANCAN304,loss,CAMKK1
cnaPANCAN305,loss,ZZEF1
cnaPANCAN306,loss,SMTNL2
cnaPANCAN307,loss,AC027763.2
cnaPANCAN307,loss,AC129492.6
cnaPANCAN307,loss,ACADVL
cnaPANCAN307,loss,ACAP1
cnaPANCAN307,loss,ALOX12
cnaPANCAN307,loss,ALOX12B
cnaPANCAN307,loss,ALOX15B
cnaPANCAN307,loss,ASGR1
cnaPANCAN307,loss,ASGR2
cnaPANCAN307,loss,ATP1B2
cnaPANCAN307,loss,BCL6B
cnaPANCAN307,loss,C17orf49
cnaPANCAN307,loss,C17orf61-PLSCR3
cnaPANCAN307,loss,C17orf74
cnaPANCAN307,loss,CD68
cnaPANCAN307,loss,CHD3
cnaPANCAN307,loss,CHRNB1
cnaPANCAN307,loss,CLDN7
cnaPANCAN307,loss,CLEC10A
cnaPANCAN307,loss,CNTROB
cnaPANCAN307,loss,CTD-2545G14.7
cnaPANCAN307,loss,CTDNEP1
cnaPANCAN307,loss,CYB5D1
cnaPANCAN307,loss,DLG4
cnaPANCAN307,loss,DNAH2
cnaPANCAN307,loss,DVL2
cnaPANCAN307,loss,EFNB3
cnaPANCAN307,loss,EIF4A1
cnaPANCAN307,loss,EIF5A
cnaPANCAN307,loss,ELP5
cnaPANCAN307,loss,FBXO39
cnaPANCAN307,loss,FGF11
cnaPANCAN307,loss,FXR2
cnaPANCAN307,loss,GABARAP
cnaPANCAN307,loss,GPS2
cnaPANCAN307,loss,GUCY2D
cnaPANCAN307,loss,KCNAB3
cnaPANCAN307,loss,KCTD11
cnaPANCAN307,loss,KDM6B
cnaPANCAN307,loss,LSMD1
cnaPANCAN307,loss,MPDU1
cnaPANCAN307,loss,NEURL4
cnaPANCAN307,loss,NLGN2
cnaPANCAN307,loss,PHF23
cnaPANCAN307,loss,POLR2A
cnaPANCAN307,loss,RNASEK
cnaPANCAN307,loss,RNASEK-C17orf49
cnaPANCAN307,loss,RP11-1099M24.7
cnaPANCAN307,loss,RP11-542C16.2
cnaPANCAN307,loss,RP1-4G17.5
cnaPANCAN307,loss,SAT2
cnaPANCAN307,loss,SENP3
cnaPANCAN307,loss,SHBG
cnaPANCAN307,loss,SLC16A11
cnaPANCAN307,loss,SLC16A13
cnaPANCAN307,loss,SLC2A4
cnaPANCAN307,loss,SOX15
cnaPANCAN307,loss,SPEM1
cnaPANCAN307,loss,TEKT1
cnaPANCAN307,loss,TMEM102
cnaPANCAN307,loss,TMEM256
cnaPANCAN307,loss,TMEM256-PLSCR3
cnaPANCAN307,loss,TMEM88
cnaPANCAN307,loss,TMEM95
cnaPANCAN307,loss,TNFSF12
cnaPANCAN307,loss,TNFSF12-TNFSF13
cnaPANCAN307,loss,TNFSF13
cnaPANCAN307,loss,TNK1
cnaPANCAN307,loss,TP53
cnaPANCAN307,loss,TRAPPC1
cnaPANCAN307,loss,WRAP53
cnaPANCAN307,loss,XAF1
cnaPANCAN307,loss,YBX2
cnaPANCAN307,loss,ZBTB4
cnaPANCAN308,loss,RCVRN
cnaPANCAN309,loss,MYH3
cnaPANCAN310,loss,DNAH9
cnaPANCAN310,loss,MAP2K4
cnaPANCAN310,loss,SHISA6
cnaPANCAN310,loss,ZNF18
cnaPANCAN311,loss,PEMT
cnaPANCAN312,loss,ALKBH5
cnaPANCAN313,loss,ALDH3A1
cnaPANCAN314,loss,AC015688.3
cnaPANCAN314,loss,KSR1
cnaPANCAN314,loss,LGALS9
cnaPANCAN314,loss,LYRM9
cnaPANCAN314,loss,NLK
cnaPANCAN314,loss,NOS2
cnaPANCAN314,loss,RP1-66C13.4
cnaPANCAN314,loss,WSB1
cnaPANCAN315,loss,AC003101.1
cnaPANCAN315,loss,ADAP2
cnaPANCAN315,loss,ATAD5
cnaPANCAN315,loss,COPRS
cnaPANCAN315,loss,CTD-2370N5.3
cnaPANCAN315,loss,EVI2A
cnaPANCAN315,loss,EVI2B
cnaPANCAN315,loss,NF1
cnaPANCAN315,loss,OMG
cnaPANCAN315,loss,RAB11FIP4
cnaPANCAN315,loss,RNF135
cnaPANCAN315,loss,SUZ12
cnaPANCAN315,loss,TEFM
cnaPANCAN315,loss,UTP6
cnaPANCAN316,loss,SPACA3
cnaPANCAN317,loss,CCL23
cnaPANCAN318,loss,ARHGAP23
cnaPANCAN319,loss,SRCIN1
cnaPANCAN320,loss,PNMT
cnaPANCAN320,loss,STARD3
cnaPANCAN320,loss,TCAP
cnaPANCAN321,loss,KRT27
cnaPANCAN322,loss,KRT38
cnaPANCAN323,loss,KRT36
cnaPANCAN324,loss,SKAP1
cnaPANCAN325,loss,ABCA5
cnaPANCAN326,loss,SOX9
cnaPANCAN327,loss,CYGB
cnaPANCAN327,loss,PRCD
cnaPANCAN328,loss,SEPT9
cnaPANCAN329,loss,B3GNTL1
cnaPANCAN329,loss,FN3K
cnaPANCAN329,loss,FN3KRP
cnaPANCAN329,loss,RAB40B
cnaPANCAN329,loss,TBCD
cnaPANCAN329,loss,ZNF750
cnaPANCAN330,gain,ACOT9
cnaPANCAN330,gain,APOO
cnaPANCAN330,gain,ARX
cnaPANCAN330,gain,CHDC2
cnaPANCAN330,gain,CXorf21
cnaPANCAN330,gain,CXorf22
cnaPANCAN330,gain,CXorf27
cnaPANCAN330,gain,CXorf30
cnaPANCAN330,gain,CXorf58
cnaPANCAN330,gain,CYBB
cnaPANCAN330,gain,DCAF8L1
cnaPANCAN330,gain,DCAF8L2
cnaPANCAN330,gain,DDX53
cnaPANCAN330,gain,DMD
cnaPANCAN330,gain,DYNLT3
cnaPANCAN330,gain,EIF2S3
cnaPANCAN330,gain,FAM47A
cnaPANCAN330,gain,FAM47B
cnaPANCAN330,gain,FAM47C
cnaPANCAN330,gain,FTHL17
cnaPANCAN330,gain,GK
cnaPANCAN330,gain,IL1RAPL1
cnaPANCAN330,gain,KLHL15
cnaPANCAN330,gain,LANCL3
cnaPANCAN330,gain,MAGEB1
cnaPANCAN330,gain,MAGEB10
cnaPANCAN330,gain,MAGEB16
cnaPANCAN330,gain,MAGEB18
cnaPANCAN330,gain,MAGEB2
cnaPANCAN330,gain,MAGEB3
cnaPANCAN330,gain,MAGEB4
cnaPANCAN330,gain,MAGEB5
cnaPANCAN330,gain,MAGEB6
cnaPANCAN330,gain,MBTPS2
cnaPANCAN330,gain,MID1IP1
cnaPANCAN330,gain,NR0B1
cnaPANCAN330,gain,OTC
cnaPANCAN330,gain,PCYT1B
cnaPANCAN330,gain,PDK3
cnaPANCAN330,gain,PHEX
cnaPANCAN330,gain,POLA1
cnaPANCAN330,gain,PRDX4
cnaPANCAN330,gain,PRRG1
cnaPANCAN330,gain,PTCHD1
cnaPANCAN330,gain,RPGR
cnaPANCAN330,gain,SAT1
cnaPANCAN330,gain,SMPX
cnaPANCAN330,gain,SMS
cnaPANCAN330,gain,SRPX
cnaPANCAN330,gain,SYTL5
cnaPANCAN330,gain,TAB3
cnaPANCAN330,gain,TM4SF2
cnaPANCAN330,gain,TMEM47
cnaPANCAN330,gain,TSPAN7
cnaPANCAN330,gain,XK
cnaPANCAN330,gain,YY2
cnaPANCAN330,gain,ZFX
cnaPANCAN330,gain,ZNF645
cnaPANCAN331,gain,ALAS2
cnaPANCAN331,gain,APEX2
cnaPANCAN331,gain,FAAH2
cnaPANCAN331,gain,FAM104B
cnaPANCAN331,gain,FAM120C
cnaPANCAN331,gain,FGD1
cnaPANCAN331,gain,FOXR2
cnaPANCAN331,gain,GNL3L
cnaPANCAN331,gain,HUWE1
cnaPANCAN331,gain,ITIH6
cnaPANCAN331,gain,KLF8
cnaPANCAN331,gain,MAGED2
cnaPANCAN331,gain,MAGEH1
cnaPANCAN331,gain,MTRNR2L10
cnaPANCAN331,gain,PAGE2
cnaPANCAN331,gain,PAGE2B
cnaPANCAN331,gain,PAGE3
cnaPANCAN331,gain,PAGE5
cnaPANCAN331,gain,PFKFB1
cnaPANCAN331,gain,PHF8
cnaPANCAN331,gain,RRAGB
cnaPANCAN331,gain,SPIN2A
cnaPANCAN331,gain,SPIN2B
cnaPANCAN331,gain,SPIN3
cnaPANCAN331,gain,TRO
cnaPANCAN331,gain,TSR2
cnaPANCAN331,gain,UBQLN2
cnaPANCAN331,gain,USP51
cnaPANCAN331,gain,WNK3
cnaPANCAN331,gain,ZXDA
cnaPANCAN331,gain,ZXDB
cnaPANCAN332,gain,CD99L2
cnaPANCAN332,gain,GPR50
cnaPANCAN332,gain,HMGB3
cnaPANCAN332,gain,MTM1
cnaPANCAN332,gain,MTMR1
cnaPANCAN332,gain,PASD1
cnaPANCAN332,gain,VMA21
cnaPANCAN333,gain,ABCD1
cnaPANCAN333,gain,ARHGAP4
cnaPANCAN333,gain,ATP2B3
cnaPANCAN333,gain,ATP6AP1
cnaPANCAN333,gain,AVPR2
cnaPANCAN333,gain,BCAP31
cnaPANCAN333,gain,BGN
cnaPANCAN333,gain,BRCC3
cnaPANCAN333,gain,CETN2
cnaPANCAN333,gain,CLIC2
cnaPANCAN333,gain,CMC4
cnaPANCAN333,gain,CSAG1
cnaPANCAN333,gain,CTAG1A
cnaPANCAN333,gain,CTAG1B
cnaPANCAN333,gain,CTAG2
cnaPANCAN333,gain,DKC1
cnaPANCAN333,gain,DNASE1L1
cnaPANCAN333,gain,DUSP9
cnaPANCAN333,gain,EMD
cnaPANCAN333,gain,F8
cnaPANCAN333,gain,F8A1
cnaPANCAN333,gain,F8A2
cnaPANCAN333,gain,F8A3
cnaPANCAN333,gain,FAM3A
cnaPANCAN333,gain,FAM50A
cnaPANCAN333,gain,FAM58A
cnaPANCAN333,gain,FLNA
cnaPANCAN333,gain,FUNDC2
cnaPANCAN333,gain,G6PD
cnaPANCAN333,gain,GAB3
cnaPANCAN333,gain,GABRA3
cnaPANCAN333,gain,GABRE
cnaPANCAN333,gain,GABRQ
cnaPANCAN333,gain,GDI1
cnaPANCAN333,gain,H2AFB1
cnaPANCAN333,gain,H2AFB2
cnaPANCAN333,gain,H2AFB3
cnaPANCAN333,gain,HAUS7
cnaPANCAN333,gain,HCFC1
cnaPANCAN333,gain,IDH3G
cnaPANCAN333,gain,IKBKG
cnaPANCAN333,gain,IRAK1
cnaPANCAN333,gain,L1CAM
cnaPANCAN333,gain,LAGE3
cnaPANCAN333,gain,LCA10
cnaPANCAN333,gain,MAGEA1
cnaPANCAN333,gain,MAGEA10
cnaPANCAN333,gain,MAGEA12
cnaPANCAN333,gain,MAGEA2
cnaPANCAN333,gain,MAGEA2B
cnaPANCAN333,gain,MAGEA3
cnaPANCAN333,gain,MAGEA4
cnaPANCAN333,gain,MAGEA6
cnaPANCAN333,gain,MECP2
cnaPANCAN333,gain,MPP1
cnaPANCAN333,gain,MTCP1
cnaPANCAN333,gain,NAA10
cnaPANCAN333,gain,NSDHL
cnaPANCAN333,gain,OPN1LW
cnaPANCAN333,gain,OPN1MW
cnaPANCAN333,gain,OPN1MW2
cnaPANCAN333,gain,PDZD4
cnaPANCAN333,gain,PLXNA3
cnaPANCAN333,gain,PLXNB3
cnaPANCAN333,gain,PNCK
cnaPANCAN333,gain,PNMA3
cnaPANCAN333,gain,PNMA5
cnaPANCAN333,gain,PNMA6A
cnaPANCAN333,gain,PNMA6B
cnaPANCAN333,gain,PNMA6C
cnaPANCAN333,gain,PNMA6D
cnaPANCAN333,gain,RAB39B
cnaPANCAN333,gain,RENBP
cnaPANCAN333,gain,RPL10
cnaPANCAN333,gain,SLC10A3
cnaPANCAN333,gain,SLC6A8
cnaPANCAN333,gain,SMIM9
cnaPANCAN333,gain,SRPK3
cnaPANCAN333,gain,SSR4
cnaPANCAN333,gain,TAZ
cnaPANCAN333,gain,TEX28
cnaPANCAN333,gain,TEX28P1
cnaPANCAN333,gain,TEX28P2
cnaPANCAN333,gain,TKTL1
cnaPANCAN333,gain,TMEM187
cnaPANCAN333,gain,TMLHE
cnaPANCAN333,gain,TREX2
cnaPANCAN333,gain,U82695.9
cnaPANCAN333,gain,UBL4A
cnaPANCAN333,gain,VBP1
cnaPANCAN333,gain,ZFP92
cnaPANCAN333,gain,ZNF185
cnaPANCAN333,gain,ZNF275
cnaPANCAN334,loss,NLGN4X
cnaPANCAN335,loss,IL1RAPL1
cnaPANCAN336,loss,DMD
cnaPANCAN336,loss,FTHL17
cnaPANCAN336,loss,TAB3
cnaPANCAN337,loss,DMD
cnaPANCAN338,loss,EFHC2
cnaPANCAN339,loss,ATRX
cnaPANCAN339,loss,FGF16
cnaPANCAN339,loss,MAGEE1
cnaPANCAN339,loss,MAGEE2
cnaPANCAN339,loss,PBDC1
cnaPANCAN340,loss,DIAPH2
cnaPANCAN341,loss,COL4A5
cnaPANCAN341,loss,COL4A6
cnaPANCAN342,loss,GUCY2F
cnaPANCAN343,loss,G6PD
cnaPANCAN344,gain,AC008271.1
cnaPANCAN344,gain,DDX1
cnaPANCAN344,gain,FAM49A
cnaPANCAN344,gain,FAM84A
cnaPANCAN344,gain,MYCN
cnaPANCAN344,gain,NBAS
cnaPANCAN345,gain,HS1BP3
cnaPANCAN345,gain,PUM2
cnaPANCAN345,gain,RHOB
cnaPANCAN345,gain,SDC1
cnaPANCAN346,gain,AHSA2
cnaPANCAN346,gain,B3GNT2
cnaPANCAN346,gain,BCL11A
cnaPANCAN346,gain,CCT4
cnaPANCAN346,gain,COMMD1
cnaPANCAN346,gain,EHBP1
cnaPANCAN346,gain,FAM161A
cnaPANCAN346,gain,FANCL
cnaPANCAN346,gain,KIAA1841
cnaPANCAN346,gain,MDH1
cnaPANCAN346,gain,OTX1
cnaPANCAN346,gain,PAPOLG
cnaPANCAN346,gain,PEX13
cnaPANCAN346,gain,PUS10
cnaPANCAN346,gain,REL
cnaPANCAN346,gain,TMEM17
cnaPANCAN346,gain,UGP2
cnaPANCAN346,gain,USP34
cnaPANCAN346,gain,VPS54
cnaPANCAN346,gain,VRK2
cnaPANCAN346,gain,WDPCP
cnaPANCAN346,gain,XPO1
cnaPANCAN347,gain,AAK1
cnaPANCAN347,gain,ANXA4
cnaPANCAN348,gain,ATOH8
cnaPANCAN348,gain,GNLY
cnaPANCAN349,gain,AC092675.3
cnaPANCAN349,gain,ACTR1B
cnaPANCAN349,gain,ADRA2B
cnaPANCAN349,gain,AFF3
cnaPANCAN349,gain,ANKRD23
cnaPANCAN349,gain,ANKRD36
cnaPANCAN349,gain,ANKRD36C
cnaPANCAN349,gain,ANKRD39
cnaPANCAN349,gain,ARID5A
cnaPANCAN349,gain,ASTL
cnaPANCAN349,gain,C2orf15
cnaPANCAN349,gain,C2ORF15
cnaPANCAN349,gain,CHST10
cnaPANCAN349,gain,CIAO1
cnaPANCAN349,gain,CNGA3
cnaPANCAN349,gain,CNNM3
cnaPANCAN349,gain,CNNM4
cnaPANCAN349,gain,COA5
cnaPANCAN349,gain,COX5B
cnaPANCAN349,gain,DUSP2
cnaPANCAN349,gain,EIF5B
cnaPANCAN349,gain,FAHD2A
cnaPANCAN349,gain,FAHD2B
cnaPANCAN349,gain,FAM178B
